id,person,date,salary,raise_type
623,116,01/11/2011,"R$ 3.384,42",raise
1395,272,07/10/2011,"R$ 788,00",initial
770,138,01/09/2011,"R$ 1.177,42",raise
622,116,01/05/2011,"R$ 2.429,53",raise
1431,278,01/05/2011,"R$ 2.242,42",raise
1315,259,01/05/2011,"R$ 1.505,00",raise
769,138,01/05/2011,"R$ 1.070,38",raise
1314,259,01/02/2011,"R$ 1.400,00",raise
768,138,01/02/2011,"R$ 995,70",raise
621,116,01/05/2010,"R$ 2.260,03",raise
1430,278,01/05/2010,"R$ 2.085,97",raise
1313,259,01/05/2010,"R$ 1.329,30",raise
767,138,01/05/2010,"R$ 905,25",raise
766,138,08/03/2010,"R$ 850,00",initial
1312,259,22/02/2010,"R$ 1.200,00",initial
620,116,03/09/2008,"R$ 1.300,00",initial
1429,278,01/01/2004,"R$ 700,00",initial
