id,person,start_date,end_date,name,level
1213,480,27/06/2022,,ASSISTENTE FISCAL II - NÍVEL 1,ASSISTENTE
1209,476,09/05/2022,,ASSESSOR DE RELACIONAMENTO E NOVOS NEGÓCIOS JÚNIOR - NÍVEL 2,ASSESSOR
1212,479,25/04/2022,,ANALISTA DE GENTE E GESTÃO JÚNIOR - NÍVEL 3,ANALISTA
1210,477,18/04/2022,,ASSISTENTE FISCAL I - NÍVEL 2,ASSISTENTE
1211,478,04/04/2022,,ASSISTENTE FISCAL I - NÍVEL 2,ASSISTENTE
1214,481,17/03/2022,,ASSISTENTE DE GENTE E GESTÃO II - NÍVEL 1,ASSISTENTE
686,139,01/03/2022,,ASSESSOR DE RELACIONAMENTO DE NOVOS NEGOCIOS JUNIOR - NIVEL 5,ASSESSOR
473,86,21/02/2022,11/03/2017,ASSISTENTE RELACIONAMENTO E NOVOS NEGOCIOS III - NIVEL 3,ASSISTENTE
666,135,21/02/2022,,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGOCIOS II - NIVEL 3,ASSISTENTE
483,89,04/01/2022,,ESTAGIARIO,ESTAGIARIO
665,133,04/01/2022,,GERENTE JURIDICO PLENO - NIVEL 3,GERENTE
1187,328,03/01/2022,,ADVOGADO PLENO - NÍVEL 4,ADVOGADO
622,120,22/11/2021,,ADVOGADA SENIOR - NIVEL 3,ADVOGADA
570,113,26/10/2021,,ASSISTENTE FISCAL I - NIVEL 1,ASSISTENTE
522,99,18/10/2021,,ANALISTA DE INTELIGENCIA DO NEGOCIO JUNIOR - NIVEL 1,ANALISTA
462,83,13/10/2021,,ANALISTA CONTABIL PLENO - NIVEL 3,ANALISTA
651,128,13/10/2021,,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
461,82,27/09/2021,,ASSISTENTE FISCAL I - NIVEL 4,ASSISTENTE
650,127,27/09/2021,,ASSISTENTE FISCAL III - NIVEL 5,ASSISTENTE
569,112,09/09/2021,,ASSISTENTE JURIDICO I - NIVEL 1,ASSISTENTE
484,90,08/09/2021,,ASSISTENTE CONTABIL III - NIVEL 4,ASSISTENTE
534,103,23/08/2021,,ASSISTENTE FISCAL I - NIVEL 1,ASSISTENTE
540,105,23/08/2021,,ASSISTENTE FISCAL I - NIVEL 1,ASSISTENTE
1151,311,23/08/2021,04/02/2022,ASSISTENTE FISCAL I - NÍVEL 4,ASSISTENTE
450,79,01/08/2021,,ASSISTENTE FISCAL II - NIVEL 1,ASSISTENTE
460,81,01/08/2021,,ANALISTA FISCAL SENIOR - NIVEL 2,ANALISTA
470,84,01/08/2021,,ANALISTA FISCAL MASTER - NIVEL 1,ANALISTA
481,88,01/08/2021,,ANALISTA FISCAL JUNIOR - NIVEL 5,ANALISTA
493,91,01/08/2021,,COORDENADOR FISCAL PLENO - NIVEL 1,COORDENADOR
495,92,01/08/2021,,ASSISTENTE FISCAL III - NIVEL 4,ASSISTENTE
503,95,01/08/2021,,ASSISTENTE CONTABIL II - NIVEL 5,ASSISTENTE
520,97,01/08/2021,,ANALISTA FISCAL MASTER - NIVEL 1,ANALISTA
526,100,01/08/2021,,ANALISTA FISCAL JUNIOR - NIVEL 5,ANALISTA
544,106,01/08/2021,,ANALISTA FISCAL JUNIOR - NIVEL 4,ANALISTA
549,107,01/08/2021,,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
559,108,01/08/2021,,ASSESSOR DE GENTE E GESTAO PLENO - NIVEL 4,ASSESSOR
567,111,01/08/2021,,ANALISTA FISCAL PLENO - NIVEL 1,ANALISTA
577,114,01/08/2021,,ANALISTA DE INTELIGENCIA DO NEGOCIO PLENO - NIVEL 1,ANALISTA
597,117,01/08/2021,,ANALISTA FISCAL SENIOR - NIVEL 1,ANALISTA
621,119,01/08/2021,,ANALISTA FISCAL SENIOR - NIVEL 2,ANALISTA
628,121,01/08/2021,,ANALISTA FISCAL PLENO - NIVEL 1,ANALISTA
636,122,01/08/2021,,ANALISTA FISCAL MASTER - NIVEL 1,ANALISTA
644,123,01/08/2021,,ANALISTA FISCAL SENIOR - NIVEL 1,ANALISTA
656,130,01/08/2021,,ASSISTENTE CONTABIL III - NIVEL 1,ASSISTENTE
662,131,01/08/2021,,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
670,136,01/08/2021,,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
685,138,01/08/2021,,COORDENADOR FISCAL PLENO - NIVEL 4,COORDENADOR
693,140,01/08/2021,,ANALISTA FISCAL JUNIOR - NIVEL 5,ANALISTA
995,250,01/08/2021,21/02/2022,ANALISTA DE RELACIONAMENTO E NOVOS NEGÓCIOS PLENO - NÍVEL 1,ANALISTA
1150,310,01/08/2021,19/01/2022,ASSISTENTE FISCAL III - NÍVEL 4,ASSISTENTE
474,87,26/07/2021,,ASSISTENTE FISCAL I - NIVEL 1,ASSISTENTE
533,102,26/07/2021,,ASSISTENTE FISCAL I - NIVEL 1,ASSISTENTE
695,141,14/07/2021,,ANALISTA DE DEPARTAMENTO PESSOAL PLENO - NIVEL 1,ANALISTA
1094,287,11/07/2021,25/02/2022,ANALISTA DE RELACIONAMENTO E NOVOS NEGÓCIOS JÚNIOR - NÍVEL 1,ANALISTA
627,121,01/07/2021,01/08/2021,ANALISTA FISCAL JUNIOR - NIVEL 3,ANALISTA
649,126,01/07/2021,,ASSISTENTE JURIDICO I - NIVEL 5,ASSISTENTE
1084,279,07/06/2021,31/01/2022,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS II - NÍVEL 5,ASSISTENTE
469,84,01/06/2021,01/08/2021,ANALISTA FISCAL PLENO - NIVEL 5,ANALISTA
671,137,28/05/2021,,ASSISTENTE FISCAL II - NIVEL 5,ASSISTENTE
1007,258,24/05/2021,26/07/2021,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS II - NÍVEL 2,ASSISTENTE
1016,260,14/05/2021,03/12/2021,ANALISTA CONTÁBIL PLENO - NÍVEL 5,ANALISTA
497,93,01/05/2021,,ASSISTENTE ADMINISTRATIVO II - NIVEL 5,ASSISTENTE
502,95,01/05/2021,01/08/2021,ASSISTENTE CONTABIL II - NIVEL 1,ASSISTENTE
506,96,01/05/2021,,ASSISTENTE DE GENTE E GESTAO II - NIVEL 5,ASSISTENTE
532,101,01/05/2021,,ADVOGADO JUNIOR - NIVEL 5,ADVOGADO
539,104,01/05/2021,,ASSISTENTE DE INTELIGENCIA DO NEGOCIO II - NIVEL 2,ASSISTENTE
576,114,01/05/2021,01/08/2021,ANALISTA DE INTELIGENCIA DO NEGOCIO JUNIOR - NIVEL 1,ANALISTA
611,118,01/05/2021,,ASSESSOR DE INTELIGENCIA DO NEGOCIO JUNIOR - NIVEL 5,ASSESSOR
645,124,01/05/2021,,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGOCIOS II - NIVEL 1,ASSISTENTE
698,142,01/05/2021,,ASSISTENTE DE INTELIGENCIA DO NEGOCIO I - NIVEL 1,ASSISTENTE
983,245,01/05/2021,20/12/2021,ASSISTENTE JURÍDICO III - NÍVEL 4,ASSISTENTE
989,248,01/05/2021,17/02/2022,ANALISTA DE GENTE E GESTÃO PLENO - NÍVEL 2,ANALISTA
1019,261,01/05/2021,28/05/2021,ANALISTA DE DEPARTAMENTO PESSOAL JÚNIOR - NÍVEL 3,ANALISTA
1142,307,01/05/2021,25/06/2021,ANALISTA DE RELACIONAMENTO E NOVOS NEGÓCIOS JÚNIOR - NÍVEL 2,ANALISTA
1149,310,01/05/2021,01/08/2021,ASSISTENTE FISCAL III - NÍVEL 3,ASSISTENTE
1183,325,01/05/2021,01/10/2021,ANALISTA FISCAL JÚNIOR - NÍVEL 1,ANALISTA
1184,326,01/05/2021,21/02/2022,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS III - NÍVEL 4,ASSISTENTE
451,80,19/04/2021,,ASSISTENTE FISCAL I - NIVEL 3,ASSISTENTE
694,141,15/04/2021,14/07/2021,ANALISTA DE DEPARTAMENTO PESSOAL JUNIOR - NIVEL 2,ANALISTA
1053,270,05/04/2021,04/06/2021,ASSISTENTE FISCAL I - NÍVEL 1,ASSISTENTE
1131,304,05/04/2021,30/12/2021,ANALISTA FISCAL PLENO - NÍVEL 2,ANALISTA
449,79,01/04/2021,01/08/2021,ASSISTENTE FISCAL I - NIVEL 3,ASSISTENTE
1180,324,01/04/2021,30/09/2021,ASSISTENTE FISCAL II - NÍVEL 1,ASSISTENTE
697,142,23/03/2021,01/05/2021,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGOCIOS I - NIVEL 1,ASSISTENTE
498,94,15/03/2021,,ASSISTENTE FISCAL II - NIVEL 1,ASSISTENTE
999,253,08/03/2021,30/11/2021,ANALISTA DE RELACIONAMENTO E NOVOS NEGÓCIOS JÚNIOR - NÍVEL 3,ANALISTA
661,131,01/03/2021,01/08/2021,ASSISTENTE FISCAL III - NIVEL 5,ASSISTENTE
1085,280,24/02/2021,30/04/2021,ANALISTA CONTÁBIL PLENO - NÍVEL 5,ANALISTA
1190,330,05/02/2021,12/03/2021,ANALISTA DE CONSULTORIA SÊNIOR - NÍVEL 5,ANALISTA
664,132,01/02/2021,,ANALISTA DE CONSULTORIA PLENO - NIVEL 1,ANALISTA
1182,325,01/02/2021,01/05/2021,ASSISTENTE DE CONSULTORIA III - NÍVEL 3,ASSISTENTE
1178,323,13/01/2021,17/05/2021,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS II - NÍVEL 2,ASSISTENTE
652,129,06/01/2021,,ASSISTENTE FISCAL II - NIVEL 1,ASSISTENTE
998,252,06/01/2021,22/03/2021,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS I - NÍVEL 1,ASSISTENTE
1123,299,06/01/2021,28/05/2021,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS I - NÍVEL 1,ASSISTENTE
521,98,05/01/2021,,DIRETOR,DIRETOR
480,88,01/01/2021,01/08/2021,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
1186,327,01/01/2021,30/07/2021,GERENTE JURÍDICO PLENO - NÍVEL 4,GERENTE
1198,333,01/01/2021,13/08/2021,COORDENADOR JURÍDICO JÚNIOR - NÍVEL 1,COORDENADOR
501,95,01/12/2020,01/05/2021,ASSISTENTE CONTABIL I - NIVEL 3,ASSISTENTE
496,93,11/11/2020,01/05/2021,ASSISTENTE ADMINISTRATIVO I - NIVEL 2,ASSISTENTE
448,79,03/11/2020,01/04/2021,ASSISTENTE FISCAL I - NIVEL 1,ASSISTENTE
1130,303,13/10/2020,08/01/2021,ASSISTENTE FISCAL I - NÍVEL 1,ASSISTENTE
494,92,05/10/2020,01/08/2021,ASSISTENTE FISCAL III - NIVEL 1,ASSISTENTE
459,81,01/10/2020,01/08/2021,ANALISTA FISCAL PLENO - NIVEL 4,ANALISTA
468,84,01/10/2020,01/06/2021,ANALISTA FISCAL PLENO - NIVEL 4,ANALISTA
472,85,01/10/2020,,ASSISTENTE FISCAL II - NIVEL 1,ASSISTENTE
479,88,01/10/2020,01/01/2021,ASSISTENTE FISCAL III - NIVEL 5,ASSISTENTE
525,100,01/10/2020,01/08/2021,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
531,101,01/10/2020,01/05/2021,ASSISTENTE JURIDICO III - NIVEL 5,ASSISTENTE
538,104,01/10/2020,01/05/2021,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGOCIOS II - NIVEL 2,ASSISTENTE
548,107,01/10/2020,01/08/2021,ASSISTENTE FISCAL III - NIVEL 2,ASSISTENTE
561,110,01/10/2020,,ANALISTA DE PROCESSOS E TECNOLOGIA SENIOR - NIVEL 4,ANALISTA
575,114,01/10/2020,01/05/2021,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
582,115,01/10/2020,,ASSISTENTE FINANCEIRO III - NIVEL 1,ASSISTENTE
610,118,01/10/2020,01/05/2021,ANALISTA FISCAL MASTER - NIVEL 5,ANALISTA
635,122,01/10/2020,01/08/2021,ANALISTA FISCAL SENIOR - NIVEL 1,ANALISTA
643,123,01/10/2020,01/08/2021,ANALISTA FISCAL PLENO - NIVEL 3,ANALISTA
669,136,01/10/2020,01/08/2021,ASSISTENTE FISCAL II - NIVEL 4,ASSISTENTE
692,140,01/10/2020,01/08/2021,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
988,248,01/10/2020,01/05/2021,ANALISTA DE GENTE E GESTÃO JÚNIOR - NÍVEL 5,ANALISTA
994,250,01/10/2020,01/08/2021,ANALISTA DE RELACIONAMENTO E NOVOS NEGÓCIOS JÚNIOR - NÍVEL 1,ANALISTA
1056,271,01/10/2020,30/06/2021,ASSISTENTE FISCAL I - NÍVEL 5,ASSISTENTE
1141,307,01/10/2020,01/05/2021,ANALISTA DE RELACIONAMENTO E NOVOS NEGÓCIOS JÚNIOR - NÍVEL 1,ANALISTA
1197,333,01/10/2020,01/01/2021,ADVOGADO SÊNIOR - NÍVEL 5,ADVOGADO
1202,335,01/10/2020,31/05/2021,ASSISTENTE FISCAL I - NÍVEL 5,ASSISTENTE
1124,300,29/09/2020,27/11/2020,ADVOGADO PLENO - NÍVEL 5,ADVOGADO
663,132,17/09/2020,01/02/2021,ANALISTA FISCAL PLENO - NIVEL 3,ANALISTA
482,89,14/09/2020,04/01/2022,MENOR APRENDIZ,MENOR
568,112,08/09/2020,09/09/2021,ESTAGIARIO,ESTAGIARIO
696,142,08/09/2020,23/03/2021,ESTAGIARIO,ESTAGIARIO
1181,325,02/09/2020,01/02/2021,ASSISTENTE FISCAL III - NÍVEL 5,ASSISTENTE
1097,289,26/08/2020,31/03/2021,GERENTE CONTÁBIL SÊNIOR - NÍVEL 1,GERENTE
537,104,01/08/2020,01/10/2020,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGOCIOS II - NIVEL 1,ASSISTENTE
655,130,01/08/2020,01/08/2021,ASSISTENTE CONTABIL II - NIVEL 5,ASSISTENTE
691,140,01/08/2020,01/10/2020,ASSISTENTE FISCAL III - NIVEL 4,ASSISTENTE
1193,331,01/08/2020,16/02/2021,ASSISTENTE FISCAL II - NÍVEL 5,ASSISTENTE
1159,314,24/06/2020,23/11/2021,COORDENADOR CONTÁBIL JÚNIOR - NÍVEL 1,COORDENADOR
648,126,08/06/2020,01/07/2021,ASSISTENTE JURIDICO I - NIVEL 2,ASSISTENTE
1185,327,08/06/2020,01/01/2021,GERENTE JURÍDICO PLENO - NÍVEL 1,GERENTE
993,250,01/06/2020,01/10/2020,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS III - NÍVEL 1,ASSISTENTE
1000,254,18/05/2020,15/07/2020,ANALISTA DE RELACIONAMENTO E NOVOS NEGÓCIOS PLENO - NÍVEL 4,ANALISTA
505,96,01/05/2020,01/05/2021,ASSISTENTE DE GENTE E GESTAO I - NIVEL 3,ASSISTENTE
969,240,01/05/2020,31/07/2021,ANALISTA DE CONSULTORIA SÊNIOR - NÍVEL 2,ANALISTA
1018,261,01/05/2020,01/05/2021,ANALISTA DE DEPARTAMENTO PESSOAL JÚNIOR - NÍVEL 2,ANALISTA
1167,315,01/05/2020,21/05/2021,ANALISTA FINANCEIRO PLENO - NÍVEL 1,ANALISTA
997,251,14/04/2020,02/10/2020,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS III - NÍVEL 2,ASSISTENTE
1196,333,18/03/2020,01/10/2020,ADVOGADO PLENO - NÍVEL 4,ADVOGADO
1199,334,16/03/2020,24/02/2022,ASSESSOR DE RELACIONAMENTO E NOVOS NEGÓCIOS PLENO - NÍVEL 1,ASSESSOR
560,110,02/02/2020,01/10/2020,ANALISTA DE PROCESSOS E TECNOLOGIA JUNIOR - NIVEL 2,ANALISTA
996,251,13/01/2020,14/04/2020,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS II - NÍVEL 3,ASSISTENTE
1125,301,13/01/2020,24/07/2020,ANALISTA CONTÁBIL JÚNIOR - NÍVEL 5,ANALISTA
558,108,01/01/2020,01/08/2021,ASSESSOR DE GENTE E GESTAO JUNIOR - NIVEL 2,ASSESSOR
1120,296,01/01/2020,15/04/2021,ASSESSOR DE PROCESSOS E TECNOLOGIA JÚNIOR - NÍVEL 2,ASSESSOR
530,101,01/12/2019,01/10/2020,ASSISTENTE JURIDICO III - NIVEL 2,ASSISTENTE
543,106,01/12/2019,01/08/2021,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
566,111,01/12/2019,01/08/2021,ANALISTA FISCAL JUNIOR - NIVEL 2,ANALISTA
620,119,01/12/2019,01/08/2021,ANALISTA FISCAL PLENO - NIVEL 4,ANALISTA
690,140,01/12/2019,01/08/2020,ASSISTENTE FISCAL III - NIVEL 1,ASSISTENTE
985,247,05/11/2019,13/08/2021,ASSESSOR DE RELACIONAMENTO E NOVOS NEGÓCIOS PLENO - NÍVEL 1,ASSESSOR
1179,324,04/11/2019,01/04/2021,ASSISTENTE FISCAL I - NÍVEL 5,ASSISTENTE
574,114,01/11/2019,01/10/2020,ASSISTENTE FISCAL III - NIVEL 4,ASSISTENTE
660,131,01/11/2019,01/03/2021,ASSISTENTE FISCAL III - NIVEL 3,ASSISTENTE
1055,271,01/11/2019,01/10/2020,ASSISTENTE FISCAL I - NÍVEL 3,ASSISTENTE
1100,290,01/11/2019,24/07/2020,ANALISTA CONTÁBIL JÚNIOR - NÍVEL 5,ANALISTA
1140,307,01/11/2019,01/10/2020,ASSISTENTE DE RELACIONAMENTO E NOVOS NEGÓCIOS III - NÍVEL 4,ASSISTENTE
1192,331,01/11/2019,01/08/2020,ASSISTENTE FISCAL II - NÍVEL 3,ASSISTENTE
471,85,21/10/2019,01/10/2020,ASSISTENTE FISCAL I - NIVEL 5,ASSISTENTE
500,95,01/10/2019,01/12/2020,ASSISTENTE ADMINISTRATIVO I - NIVEL 5,ASSISTENTE
519,97,01/10/2019,01/08/2021,ANALISTA FISCAL SENIOR - NIVEL 1,ANALISTA
524,100,01/10/2019,01/10/2020,ASSISTENTE FISCAL III - NIVEL 5,ASSISTENTE
668,136,01/10/2019,01/10/2020,ASSISTENTE FISCAL I - NIVEL 2,ASSISTENTE
1065,273,01/10/2019,30/06/2020,ANALISTA CONTÁBIL PLENO - NÍVEL 4,ANALISTA
1093,286,01/10/2019,01/07/2020,ASSISTENTE FISCAL I - NÍVEL 2,ASSISTENTE
1122,298,25/09/2019,22/12/2020,ANALISTA CONTÁBIL JÚNIOR - NÍVEL 3,ANALISTA
1017,261,03/09/2019,01/05/2020,ANALISTA CONTÁBIL JÚNIOR - NÍVEL 2,ANALISTA
647,125,01/09/2019,,ASSISTENTE FISCAL III - NIVEL 4,ASSISTENTE
654,130,01/09/2019,01/08/2020,ASSISTENTE FISCAL II - NIVEL 2,ASSISTENTE
968,240,01/09/2019,01/05/2020,ANALISTA CONTÁBIL SÊNIOR - NÍVEL 2,ANALISTA
982,245,01/09/2019,01/05/2021,ASSISTENTE JURÍDICO III - NÍVEL 2,ASSISTENTE
1201,335,01/09/2019,01/10/2020,ASSISTENTE FISCAL I - NÍVEL 4,ASSISTENTE
467,84,01/08/2019,01/10/2020,ANALISTA FISCAL PLENO - NIVEL 2,ANALISTA
547,107,01/08/2019,01/10/2020,ASSISTENTE FISCAL II - NIVEL 4,ASSISTENTE
596,117,01/08/2019,01/08/2021,ANALISTA FISCAL PLENO - NIVEL 2,ANALISTA
626,121,01/08/2019,01/07/2021,ANALISTA FISCAL JUNIOR - NIVEL 2,ANALISTA
987,248,01/08/2019,01/10/2020,ANALISTA DE GENTE E GESTÃO JÚNIOR - NÍVEL 2,ANALISTA
1048,268,01/08/2019,25/05/2020,ASSISTENTE CONTÁBIL III - NÍVEL 3,ASSISTENTE
1096,288,01/08/2019,06/01/2020,ASSISTENTE FISCAL I - NÍVEL 4,ASSISTENTE
1103,292,08/07/2019,28/08/2020,DIRETOR,DIRETOR
504,96,04/07/2019,01/05/2020,ASSISTENTE DE PROCESSOS E TECNOLOGIA I - NIVEL 3,ASSISTENTE
458,81,01/07/2019,01/10/2020,ANALISTA FISCAL PLENO - NIVEL 1,ANALISTA
478,88,01/07/2019,01/10/2020,ASSISTENTE FISCAL III - NIVEL 1,ASSISTENTE
492,91,01/07/2019,01/08/2021,COORDENADOR FISCAL JUNIOR - NIVEL 3,COORDENADOR
536,104,01/07/2019,01/08/2020,ASSISTENTE ADMINISTRATIVO II - NIVEL 1,ASSISTENTE
542,106,01/07/2019,01/12/2019,ASSISTENTE FISCAL III - NIVEL 5,ASSISTENTE
634,122,01/07/2019,01/10/2020,ANALISTA FISCAL PLENO - NIVEL 3,ANALISTA
978,243,01/07/2019,08/11/2019,ADVOGADO JÚNIOR - NÍVEL 1,ADVOGADO
1166,315,01/07/2019,01/05/2020,ANALISTA ADMINISTRATIVO PLENO - NÍVEL 1,ANALISTA
1001,255,10/06/2019,27/05/2020,COORDENADOR CONTÁBIL PLENO - NÍVEL 3,COORDENADOR
529,101,01/06/2019,01/12/2019,ASSISTENTE JURIDICO II - NIVEL 5,ASSISTENTE
565,111,01/06/2019,01/12/2019,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
581,115,01/06/2019,01/10/2020,ASSISTENTE ADMINISTRATIVO II - NIVEL 4,ASSISTENTE
619,119,01/06/2019,01/12/2019,ANALISTA FISCAL PLENO - NIVEL 3,ANALISTA
689,140,01/06/2019,01/12/2019,ASSISTENTE FISCAL II - NIVEL 4,ASSISTENTE
1139,307,01/06/2019,01/11/2019,ASSISTENTE COMERCIAL II - NÍVEL 5,ASSISTENTE
491,91,20/05/2019,01/07/2019,COORDENADOR FISCAL JUNIOR - NIVEL 2,COORDENADOR
557,108,02/05/2019,01/01/2020,ASSESSOR DE GENTE E GESTAO JUNIOR - NIVEL 1,ASSESSOR
659,131,02/05/2019,01/11/2019,ASSISTENTE FISCAL III - NIVEL 2,ASSISTENTE
1054,271,02/05/2019,01/11/2019,ASSISTENTE FISCAL I - NÍVEL 1,ASSISTENTE
1119,296,02/05/2019,01/01/2020,ASSESSOR DE PROCESSOS E TECNOLOGIA JÚNIOR - NÍVEL 1,ASSESSOR
1191,331,02/05/2019,01/11/2019,ASSISTENTE FISCAL II - NÍVEL 2,ASSISTENTE
573,114,01/05/2019,01/11/2019,ASSISTENTE FISCAL III - NIVEL 2,ASSISTENTE
609,118,01/05/2019,01/10/2020,ANALISTA FISCAL MASTER - NIVEL 4,ANALISTA
667,136,15/04/2019,01/10/2019,ASSISTENTE FISCAL I - NIVEL 1,ASSISTENTE
1092,286,15/04/2019,01/10/2019,ASSISTENTE FISCAL I - NÍVEL 1,ASSISTENTE
499,95,03/04/2019,01/10/2019,ASSISTENTE ADMINISTRATIVO I - NIVEL 1,ASSISTENTE
518,97,01/04/2019,01/10/2019,ANALISTA FISCAL PLENO - NIVEL 5,ANALISTA
523,100,01/04/2019,01/10/2019,ASSISTENTE FISCAL III - NIVEL 3,ASSISTENTE
646,125,18/03/2019,01/09/2019,ASSISTENTE FISCAL III - NIVEL 3,ASSISTENTE
653,130,11/03/2019,01/09/2019,ASSISTENTE FISCAL II - NIVEL 1,ASSISTENTE
1200,335,06/03/2019,01/09/2019,ASSISTENTE FISCAL I - NÍVEL 3,ASSISTENTE
625,121,01/03/2019,01/08/2019,ANALISTA FISCAL JUNIOR - NIVEL 1,ANALISTA
642,123,01/03/2019,01/10/2020,ANALISTA FISCAL JUNIOR - NIVEL 5,ANALISTA
981,245,01/03/2019,01/09/2019,ASSISTENTE JURÍDICO II - NÍVEL 1,ASSISTENTE
986,248,28/02/2019,01/08/2019,ASSISTENTE DE RECURSOS HUMANOS III - NÍVEL 3,ASSISTENTE
1095,288,18/02/2019,01/08/2019,ASSISTENTE FISCAL I - NÍVEL 3,ASSISTENTE
1047,268,04/02/2019,01/08/2019,ASSISTENTE FISCAL III - NÍVEL 2,ASSISTENTE
466,84,01/02/2019,01/08/2019,ANALISTA FISCAL PLENO - NIVEL 1,ANALISTA
546,107,01/02/2019,01/08/2019,ASSISTENTE FISCAL I - NIVEL 2,ASSISTENTE
595,117,01/02/2019,01/08/2019,ANALISTA FISCAL JUNIOR - NIVEL 5,ANALISTA
641,123,01/02/2019,01/03/2019,ANALISTA FISCAL JUNIOR - NIVEL 3,ANALISTA
535,104,14/01/2019,01/07/2019,ASSISTENTE ADMINISTRATIVO I - NIVEL 1,ASSISTENTE
457,81,01/01/2019,01/07/2019,ANALISTA FISCAL JUNIOR - NIVEL 4,ANALISTA
477,88,01/01/2019,01/07/2019,ASSISTENTE FISCAL II - NIVEL 2,ASSISTENTE
490,91,01/01/2019,20/05/2019,ANALISTA FISCAL SENIOR - NIVEL 1,ANALISTA
556,108,01/01/2019,02/05/2019,COORDENADOR DE RECURSOS HUMANOS PLENO - NIVEL 3,COORDENADOR
633,122,01/01/2019,01/07/2019,ANALISTA FISCAL PLENO - NIVEL 2,ANALISTA
